SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,Churn_Yes,Cluster
0.0,27.0,66.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,57.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,21.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3
0.0,43.0,40.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,48.0,112.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,41.0,111.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,68.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,15.0,49.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,8.0,94.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3
1.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.0,55.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,16.0,72.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3
0.0,39.0,80.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,10.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,46.0,109.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,12.0,56.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,41.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,65.0,109.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,21.0,79.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,4.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3
1.0,72.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,47.0,25.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,43.0,84.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,72.0,113.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,67.0,111.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,6.0,89.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,60.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,40.0,98.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,66.0,91.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
1.0,52.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,94.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3
0.0,58.0,93.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2
0.0,72.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,35.0,95.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3
0.0,72.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,51.0,69.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.0,69.0,19.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,69.0,100.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,11.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,1.0,24.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,3.0,105.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3
0.0,37.0,99.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
1.0,4.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.0,67.0,95.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,25.0,86.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,72.0,92.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,8.0,51.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,10.0,80.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3
0.0,6.0,20.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
1.0,52.0,81.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,70.0,25.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,70.0,92.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.0,58.0,25.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.0,70.0,77.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,72.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,66.0,49.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,16.0,36.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,35.0,59.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
1.0,65.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,2.0,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,30.0,49.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,14.0,90.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,7.0,20.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,2.0,79.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,66.0,85.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2
0.0,3.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,1.0,20.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3
0.0,68.0,64.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,10.0,86.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,49.0,100.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,23.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2
1.0,13.0,97.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,65.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
1.0,28.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,2.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,9.0,76.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,54.0,110.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,25.0,62.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,19.0,20.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,71.0,85.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,36.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,16.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,25.0,25.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3
0.0,59.0,81.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,71.0,24.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
1.0,46.0,95.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3
0.0,16.0,68.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,49.0,96.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3
0.0,24.0,85.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,2.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,58.0,67.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,1.0,89.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
1.0,45.0,86.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,1.0,50.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3
1.0,8.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,22.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,66.0,116.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,8.0,74.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3
0.0,72.0,106.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,47.0,64.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,4.0,72.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3
0.0,29.0,79.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,72.0,116.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,16.0,85.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,2.0,80.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,1.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,68.0,71.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,33.0,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,61.0,19.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2
0.0,23.0,79.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3
0.0,19.0,49.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,13.0,41.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,21.0,86.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
1.0,62.0,105.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,29.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,70.0,105.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,38.0,101.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,31.0,74.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,1.0,70.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3
0.0,1.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,71.0,66.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,4.0,20.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,2.0,81.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,4.0,64.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,69.0,99.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,64.0,81.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,60.0,79.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,1.0,70.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,63.0,105.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,35.0,19.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
1.0,17.0,76.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,63.0,97.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2
1.0,19.0,66.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,21.0,111.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
1.0,57.0,95.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,8.0,50.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,6.0,21.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,66.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,63.0,76.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,28.0,92.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,23.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,29.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,18.0,81.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,53.0,46.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,10.0,70.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,39.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,17.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,37.0,91.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,33.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,19.0,89.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2
0.0,7.0,61.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,9.0,73.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3
1.0,59.0,64.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0,55.0,104.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,4.0,94.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,57.0,21.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,68.0,115.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,64.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,72.0,103.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,8.0,84.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,72.0,116.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,1.0,46.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,69.0,95.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,56.0,80.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,9.0,65.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,1.0,70.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,59.0,80.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,12.0,80.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,4.0,85.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3
1.0,3.0,70.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3
0.0,1.0,51.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,29.0,99.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,71.0,84.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,23.0,58.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,6.0,26.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,37.0,19.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,24.0,74.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,49.0,101.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.0,11.0,96.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,44.0,100.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2
0.0,11.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,43.0,29.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
0.0,1.0,51.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,23.0,24.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
1.0,25.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,14.0,75.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,10.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,27.0,81.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,3.0,105.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,10.0,26.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,5.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,48.0,26.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,7.0,65.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,44.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,2.0,76.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,4.0,77.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,37.0,99.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3
0.0,13.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,39.0,59.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,42.0,56.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,46.0,105.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,16.0,56.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,54.0,46.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,33.0,66.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,22.0,51.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
0.0,35.0,89.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,4.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,1.0,20.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,36.0,21.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2
0.0,25.0,54.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,3.0,71.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,22.0,101.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,16.0,101.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,50.0,107.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2
0.0,10.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,25.0,74.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
1.0,32.0,96.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3
0.0,63.0,19.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,5.0,49.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
1.0,44.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
1.0,16.0,96.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3
0.0,20.0,64.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,30.0,106.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,55.0,45.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
1.0,61.0,65.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,1.0,20.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3
0.0,54.0,94.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2
0.0,10.0,70.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3
0.0,40.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2
0.0,51.0,79.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,72.0,106.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,64.0,99.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,72.0,26.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,53.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,3.0,25.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
1.0,1.0,70.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,13.0,84.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3
0.0,39.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,9.0,78.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3
0.0,22.0,25.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
1.0,54.0,99.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,29.0,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,72.0,118.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,72.0,80.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,47.0,110.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,28.0,50.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,3.0,30.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.0,50.0,75.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,1.0,70.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,2.0,95.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,2.0,71.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,70.0,110.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,51.0,87.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
1.0,65.0,104.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,91.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3
0.0,13.0,30.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0,10.0,98.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,55.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,7.0,71.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3
0.0,3.0,19.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,46.0,34.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0,56.0,76.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.0,61.0,115.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,52.0,93.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,41.0,70.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3
0.0,68.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,41.0,78.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,50.0,70.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,71.0,115.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,22.0,83.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,59.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,6.0,70.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,33.0,24.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3
0.0,17.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,49.0,60.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,72.0,82.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,17.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,15.0,65.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,8.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,22.0,65.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,51.0,25.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,43.0,92.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,3.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,48.0,104.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,34.0,61.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
1.0,41.0,112.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3
0.0,67.0,112.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,19.0,76.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,63.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,18.0,85.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,1.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,11.0,94.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3
0.0,30.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,23.0,75.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,52.0,105.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,13.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.0,54.0,63.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,48.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,68.0,84.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,3.0,64.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,68.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3
